Date,Close,High,Low,Open,Volume
1995-01-03,0.2847548723220825,0.28846479576837375,0.2810449488757913,0.28846479576837375,103868800
1995-01-04,0.2921755015850067,0.2940304505448722,0.2866097878258142,0.2866097878258142,158681600
1995-01-05,0.28846463561058044,0.292175399108407,0.28753714907195693,0.29124707045847115,73640000
1995-01-06,0.31165334582328796,0.3200014934399225,0.30516098884100745,0.30887091065487954,1076622400
1995-01-09,0.3057403564453125,0.3107259799095632,0.3042327782929574,0.30887103066588295,274086400
1995-01-10,0.3241751492023468,0.32649382850840564,0.3060884549422532,0.3060884549422532,614790400
1995-01-11,0.34690022468566895,0.3566387762613116,0.3167546061599496,0.32463902584815685,873824000
1995-01-12,0.33669695258140564,0.3441176379073518,0.33205956914827683,0.342261847376334,551779200
1995-01-13,0.33298707008361816,0.3422618875751705,0.32927633069711687,0.3422618875751705,351377600
1995-01-16,0.33020374178886414,0.3357694784918711,0.3283487934369593,0.3329870188120433,188977600
1995-01-17,0.3339146375656128,0.33762456050612605,0.32742143650004707,0.33020387251343447,330108800
1995-01-18,0.3385518789291382,0.3385518789291382,0.3320595232066142,0.33391447136963054,127657600
1995-01-19,0.3404070734977722,0.34133456063463624,0.33391471307571585,0.337624636855176,314294400
1995-01-20,0.3162909150123596,0.3487552427554062,0.31536342789557426,0.3487552427554062,1000361600
1995-01-23,0.3135082423686981,0.31629070184377633,0.3042326096444367,0.31072580766159846,398540800
1995-01-24,0.30887097120285034,0.3144358426305488,0.3070159975482925,0.3135083558032699,218097600
1995-01-25,0.3041171729564667,0.3116533773284338,0.29310294904037754,0.29310294904037754,517070400
1995-01-26,0.29310303926467896,0.3079435499320989,0.2912472231034715,0.3033053222326963,246388800
1995-01-27,0.2958853840827942,0.2995953062665971,0.2893921843416421,0.2958853840827942,298569600
1995-01-30,0.29774028062820435,0.3005227155865926,0.29588533224527247,0.29774028062820435,230585600
1995-01-31,0.29959532618522644,0.3033052486156839,0.29681289055438,0.30052278821685074,212777600
1995-02-01,0.29774028062820435,0.30237768873750526,0.29588533224527247,0.30237768873750526,158368000
1995-02-02,0.30887097120285034,0.3107259200894207,0.2977403614678915,0.2977403614678915,203582400
1995-02-03,0.3005227744579315,0.3125808701084052,0.29959531246876947,0.31165338335125753,319211200
1995-02-06,0.3005227744579315,0.3023777479722269,0.293102954704707,0.3023777479722269,243028800
1995-02-07,0.30284157395362854,0.3042327921417154,0.2968129700612499,0.2995954064374236,201600000
1995-02-08,0.313972145318985,0.3144358763984317,0.30330529023612496,0.30423275239501835,402864000
1995-02-09,0.3237115144729614,0.32556648833244733,0.3125809282763392,0.3125809282763392,475395200
1995-02-10,0.3246389627456665,0.327885154229225,0.3218565270557519,0.3237114759263659,350963200
1995-02-13,0.3255315124988556,0.3311116837198824,0.3218113900728099,0.32367146370387445,283371200
1995-02-14,0.3194863498210907,0.32832163856717733,0.3171604503229375,0.3255315526128524,165614400
1995-02-15,0.3166953921318054,0.32367147567911037,0.31623038612487664,0.3218114019792266,184475200
1995-02-16,0.3213464021682739,0.32181140818416865,0.3171604290900837,0.3208813713162944,218780800
1995-02-17,0.31623032689094543,0.319951293184512,0.31623032689094543,0.3190212565087777,121788800
1995-02-21,0.30506908893585205,0.3180903462864802,0.30413907718133615,0.3171603345319643,301582400
1995-02-22,0.3036741018295288,0.3050691445517043,0.298558936902858,0.3022790591073533,293417600
1995-02-23,0.29902395606040955,0.31158018449797936,0.297628913392541,0.30600001382650516,314708800
1995-02-24,0.2901878356933594,0.30041900995763304,0.2864677134946286,0.2985589364402267,568814400
1995-02-27,0.2846076786518097,0.2901878498031902,0.2835609619294716,0.2846076786518097,268811200
1995-02-28,0.29390883445739746,0.2966989202025171,0.28274762221395755,0.2864677448194786,222969600
1995-03-01,0.29762881994247437,0.29855883153832596,0.2933270133811792,0.2957687470786249,224448000
1995-03-02,0.29762881994247437,0.30320898886187647,0.2957687470786249,0.29855883153832596,268744000
1995-03-03,0.29948902130126953,0.3027441380615093,0.29390884952495666,0.2957688985050323,145768000
1995-03-06,0.2957688271999359,0.2976289005676637,0.29390877866828796,0.2957688271999359,132720000
1995-03-07,0.2850727438926697,0.296698963858956,0.28460773781209003,0.296698963858956,150785600
1995-03-08,0.2943737804889679,0.29855890825390013,0.2808875160965662,0.28832773495553027,364873600
1995-03-09,0.2957688271999359,0.3004189857831756,0.29297874198442403,0.29669886388379985,196683200
1995-03-10,0.29390883445739746,0.30041904280803816,0.292978797596996,0.29483884648171427,137412800
1995-03-13,0.28367772698402405,0.29483891706325877,0.28274768990098087,0.29483891706325877,325752000
1995-03-14,0.2604251503944397,0.28460761706461996,0.25670502881983454,0.28460761706461996,727865600
1995-03-15,0.2604251503944397,0.26972628633955653,0.259495113791769,0.26414527196904486,730968000
1995-03-16,0.2622853219509125,0.26786636377874257,0.26042527270804183,0.2622853219509125,316736000
1995-03-17,0.26135534048080444,0.26414542709124683,0.25949526618311464,0.26414542709124683,215644800
1995-03-20,0.2622853219509125,0.26507543306935255,0.26042527270804183,0.26135530974752186,189884800
1995-03-21,0.26972630620002747,0.27344642804855246,0.26228521807627264,0.2641452914185749,305368000
1995-03-22,0.2832125127315521,0.29390871460090356,0.269726251090957,0.269726251090957,479147200
1995-03-23,0.2762365937232971,0.28274764707326955,0.2751907212723197,0.28181761013109885,170094400
1995-03-24,0.2808874845504761,0.2818174962808485,0.27716651869414616,0.27809655526059535,128116800
1995-03-27,0.2767016589641571,0.2799575958387908,0.27251650462285715,0.2799575958387908,142800000
1995-03-28,0.2557750940322876,0.27042391522884757,0.25391504492260336,0.269726393708205,689796800
1995-03-29,0.2557750940322876,0.2594952170877437,0.25205415138594023,0.25298416352273856,496876800
1995-03-30,0.26321524381637573,0.26414528044890345,0.25670503706083886,0.2576350736933666,273414400
1995-03-31,0.2622853219509125,0.26507543306935255,0.2585652234651712,0.26135530974752186,183243200
1995-04-03,0.26414552330970764,0.2660055734488527,0.26135543568293934,0.26414552330970764,154302400
1995-04-04,0.25205403566360474,0.26693618507064903,0.25019396257182436,0.26600530409816764,428198400
1995-04-05,0.2585650384426117,0.2585650384426117,0.25112395269656246,0.25391488140883495,264857600
1995-04-06,0.2734464108943939,0.2827475469408817,0.2643777902101273,0.2771665325095439,722825600
1995-04-07,0.2734464108943939,0.2762364958967369,0.26972628927924397,0.2753064592839299,295724800
