Date,Close,High,Low,Open,Volume
1995-09-18,9.37756633758545,9.37756633758545,9.37756633758545,9.37756633758545,1200
1995-09-19,9.466033935546875,9.466033935546875,9.466033935546875,9.466033935546875,12000
1995-09-20,9.64297103881836,9.64297103881836,9.64297103881836,9.64297103881836,7600
1995-09-21,9.731437683105469,9.731437683105469,9.731437683105469,9.731437683105469,43200
1995-09-22,9.112164497375488,9.112164497375488,9.112164497375488,9.112164497375488,49600
1995-09-25,9.55450439453125,9.55450439453125,9.55450439453125,9.55450439453125,7200
1995-09-26,9.90837287902832,9.90837287902832,9.90837287902832,9.90837287902832,8800
1995-09-27,9.90837287902832,9.90837287902832,9.90837287902832,9.90837287902832,0
1995-09-28,9.687204360961914,9.687204360961914,9.687204360961914,9.687204360961914,2800
1995-09-29,9.731437683105469,9.731437683105469,9.731437683105469,9.731437683105469,13600
1995-10-02,9.731437683105469,9.731437683105469,9.731437683105469,9.731437683105469,75600
1995-10-03,9.687204360961914,9.687204360961914,9.687204360961914,9.687204360961914,3600
1995-10-04,9.90837287902832,9.90837287902832,9.90837287902832,9.90837287902832,80400
1995-10-05,9.55450439453125,9.55450439453125,9.55450439453125,9.55450439453125,400
1995-10-06,9.37756633758545,9.37756633758545,9.37756633758545,9.37756633758545,1200
1995-10-09,9.466033935546875,9.466033935546875,9.466033935546875,9.466033935546875,4800
1995-10-10,8.89099407196045,8.89099407196045,8.89099407196045,8.89099407196045,10800
1995-10-11,8.979461669921875,8.979461669921875,8.979461669921875,8.979461669921875,2800
1995-10-12,9.112164497375488,9.112164497375488,9.112164497375488,9.112164497375488,2800
1995-10-13,9.55450439453125,9.55450439453125,9.55450439453125,9.55450439453125,16800
1995-10-16,9.466033935546875,9.466033935546875,9.466033935546875,9.466033935546875,3600
1995-10-17,9.55450439453125,9.55450439453125,9.55450439453125,9.55450439453125,101200
1995-10-18,8.66982650756836,8.66982650756836,8.66982650756836,8.66982650756836,465600
1995-10-19,8.758294105529785,8.758294105529785,8.758294105529785,8.758294105529785,22800
1995-10-20,8.758294105529785,8.758294105529785,8.758294105529785,8.758294105529785,10800
1995-10-23,8.625593185424805,8.625593185424805,8.625593185424805,8.625593185424805,5200
1995-10-24,8.66982650756836,8.66982650756836,8.66982650756836,8.66982650756836,6400
1995-10-25,8.935230255126953,8.935230255126953,8.935230255126953,8.935230255126953,5200
1995-10-26,8.758294105529785,8.758294105529785,8.758294105529785,8.758294105529785,30000
1995-10-27,8.492891311645508,8.492891311645508,8.492891311645508,8.492891311645508,25600
1995-10-30,8.935230255126953,8.935230255126953,8.935230255126953,8.935230255126953,2800
1995-10-31,9.156399726867676,9.156399726867676,9.156399726867676,9.156399726867676,22800
1995-11-01,9.02369499206543,9.02369499206543,9.02369499206543,9.02369499206543,7200
1995-11-02,9.02369499206543,9.02369499206543,9.02369499206543,9.02369499206543,98400
1995-11-03,9.200631141662598,9.200631141662598,9.200631141662598,9.200631141662598,68400
1995-11-06,9.333333969116211,9.333333969116211,9.333333969116211,9.333333969116211,10000
1995-11-07,9.55450439453125,9.55450439453125,9.55450439453125,9.55450439453125,4800
1995-11-08,9.576620101928711,9.576620101928711,9.576620101928711,9.576620101928711,2400
1995-11-09,9.466033935546875,9.466033935546875,9.466033935546875,9.466033935546875,22000
1995-11-10,9.333333969116211,9.333333969116211,9.333333969116211,9.333333969116211,34800
1995-11-13,9.466033935546875,9.466033935546875,9.466033935546875,9.466033935546875,7200
1995-11-14,9.466033935546875,9.466033935546875,9.466033935546875,9.466033935546875,13600
1995-11-15,9.687204360961914,9.687204360961914,9.687204360961914,9.687204360961914,73200
1995-11-16,9.55450439453125,9.55450439453125,9.55450439453125,9.55450439453125,16800
1995-11-17,9.731437683105469,9.731437683105469,9.731437683105469,9.731437683105469,1200
1995-11-20,9.55450439453125,9.55450439453125,9.55450439453125,9.55450439453125,44400
1995-11-21,9.576620101928711,9.576620101928711,9.576620101928711,9.576620101928711,20800
1995-11-22,9.466033935546875,9.466033935546875,9.466033935546875,9.466033935546875,45600
1995-11-24,9.55450439453125,9.55450439453125,9.55450439453125,9.55450439453125,6400
1995-11-27,9.598735809326172,9.598735809326172,9.598735809326172,9.598735809326172,9600
1995-11-28,9.731437683105469,9.731437683105469,9.731437683105469,9.731437683105469,20800
1995-11-29,9.55450439453125,9.55450439453125,9.55450439453125,9.55450439453125,68400
1995-11-30,9.488153457641602,9.488153457641602,9.488153457641602,9.488153457641602,6400
1995-12-01,9.466033935546875,9.466033935546875,9.466033935546875,9.466033935546875,21600
1995-12-04,9.55450439453125,9.55450439453125,9.55450439453125,9.55450439453125,2400
1995-12-05,9.64297103881836,9.64297103881836,9.64297103881836,9.64297103881836,136800
1995-12-06,9.687204360961914,9.687204360961914,9.687204360961914,9.687204360961914,3600
1995-12-07,9.576620101928711,9.576620101928711,9.576620101928711,9.576620101928711,1600
1995-12-08,9.753551483154297,9.753551483154297,9.753551483154297,9.753551483154297,8800
1995-12-11,9.819905281066895,9.819905281066895,9.819905281066895,9.819905281066895,16000
1995-12-12,9.864139556884766,9.864139556884766,9.864139556884766,9.864139556884766,18000
1995-12-13,9.88625431060791,9.88625431060791,9.88625431060791,9.88625431060791,96000
1995-12-14,9.819905281066895,9.819905281066895,9.819905281066895,9.819905281066895,15600
1995-12-15,9.90837287902832,9.90837287902832,9.90837287902832,9.90837287902832,6400
1995-12-18,8.935230255126953,8.935230255126953,8.935230255126953,8.935230255126953,79200
1995-12-19,9.02369499206543,9.02369499206543,9.02369499206543,9.02369499206543,16800
1995-12-20,9.045814514160156,9.045814514160156,9.045814514160156,9.045814514160156,39600
1995-12-21,9.134279251098633,9.134279251098633,9.134279251098633,9.134279251098633,55200
1995-12-22,9.02369499206543,9.02369499206543,9.02369499206543,9.02369499206543,11200
1995-12-26,9.112164497375488,9.112164497375488,9.112164497375488,9.112164497375488,4800
1995-12-27,9.045814514160156,9.045814514160156,9.045814514160156,9.045814514160156,1200
1995-12-28,9.045814514160156,9.045814514160156,9.045814514160156,9.045814514160156,2400
1995-12-29,9.045814514160156,9.045814514160156,9.045814514160156,9.045814514160156,2800
1996-01-02,9.399683952331543,9.399683952331543,9.399683952331543,9.399683952331543,9600
1996-01-03,9.64297103881836,9.64297103881836,9.64297103881836,9.64297103881836,6400
1996-01-04,9.466033935546875,9.466033935546875,9.466033935546875,9.466033935546875,43600
1996-01-05,9.37756633758545,9.37756633758545,9.37756633758545,9.37756633758545,1600
1996-01-08,9.200631141662598,9.200631141662598,9.200631141662598,9.200631141662598,1200
1996-01-09,9.687204360961914,9.687204360961914,9.687204360961914,9.687204360961914,8400
1996-01-10,9.112164497375488,9.112164497375488,9.112164497375488,9.112164497375488,14400
1996-01-11,9.112164497375488,9.289099730334236,8.935229264416742,9.112164497375488,193200
1996-01-12,9.112164497375488,9.112164497375488,9.112164497375488,9.112164497375488,31200
1996-01-15,9.156399726867676,9.156399726867676,9.156399726867676,9.156399726867676,33600
1996-01-16,8.979461669921875,8.979461669921875,8.979461669921875,8.979461669921875,9600
1996-01-17,8.64770793914795,8.64770793914795,8.64770793914795,8.64770793914795,10800
1996-01-18,8.66982650756836,8.66982650756836,8.66982650756836,8.66982650756836,2400
1996-01-19,9.045814514160156,9.045814514160156,9.045814514160156,9.045814514160156,64000
1996-01-22,9.156399726867676,9.156399726867676,9.156399726867676,9.156399726867676,3600
1996-01-23,9.02369499206543,9.02369499206543,9.02369499206543,9.02369499206543,50400
1996-01-24,9.289100646972656,9.289100646972656,9.289100646972656,9.289100646972656,6000
1996-01-25,9.244864463806152,9.244864463806152,9.244864463806152,9.244864463806152,21600
1996-01-26,9.244864463806152,9.244864463806152,9.244864463806152,9.244864463806152,0
1996-01-29,9.02369499206543,9.02369499206543,9.02369499206543,9.02369499206543,8800
1996-01-30,9.112164497375488,9.112164497375488,9.112164497375488,9.112164497375488,97200
1996-01-31,8.758294105529785,8.758294105529785,8.758294105529785,8.758294105529785,25600
1996-02-01,8.625593185424805,8.625593185424805,8.625593185424805,8.625593185424805,33600
1996-02-02,8.802526473999023,8.802526473999023,8.802526473999023,8.802526473999023,6400
1996-02-05,8.758294105529785,8.758294105529785,8.758294105529785,8.758294105529785,32400
1996-02-06,8.691941261291504,8.691941261291504,8.691941261291504,8.691941261291504,62800
1996-02-07,8.691941261291504,8.691941261291504,8.691941261291504,8.691941261291504,0
1996-02-08,8.691941261291504,8.691941261291504,8.691941261291504,8.691941261291504,0
1996-02-09,9.466033935546875,9.466033935546875,9.289098721798334,9.289098721798334,10800
1996-02-12,9.200631141662598,9.200631141662598,9.200631141662598,9.200631141662598,13200
1996-02-13,9.3112154006958,9.3112154006958,9.3112154006958,9.3112154006958,13200
1996-02-14,9.355452537536621,9.355452537536621,9.355452537536621,9.355452537536621,6400
1996-02-15,9.112164497375488,9.112164497375488,9.112164497375488,9.112164497375488,9600
1996-02-16,9.200631141662598,9.200631141662598,9.200631141662598,9.200631141662598,13200
1996-02-20,8.846761703491211,8.846761703491211,8.846761703491211,8.846761703491211,12000
1996-02-21,9.200631141662598,9.200631141662598,9.200631141662598,9.200631141662598,400
1996-02-22,9.333333969116211,9.333333969116211,9.333333969116211,9.333333969116211,13600
1996-02-23,9.399683952331543,9.399683952331543,9.399683952331543,9.399683952331543,40800
1996-02-26,9.156399726867676,9.156399726867676,9.156399726867676,9.156399726867676,2400
1996-02-27,9.200631141662598,9.200631141662598,9.200631141662598,9.200631141662598,25200
1996-02-28,9.200631141662598,9.200631141662598,9.200631141662598,9.200631141662598,0
1996-02-29,9.156399726867676,9.156399726867676,9.156399726867676,9.156399726867676,3600
1996-03-01,9.3112154006958,9.3112154006958,9.3112154006958,9.3112154006958,4800
1996-03-04,8.979461669921875,8.979461669921875,8.979461669921875,8.979461669921875,8400
1996-03-05,8.824644088745117,8.824644088745117,8.824644088745117,8.824644088745117,3600
1996-03-06,8.581358909606934,8.581358909606934,8.581358909606934,8.581358909606934,1200
1996-03-07,8.492891311645508,8.492891311645508,8.492891311645508,8.492891311645508,7200
1996-03-08,8.050552368164062,8.050552368164062,8.050552368164062,8.050552368164062,70800
1996-03-11,8.094786643981934,8.094786643981934,8.094786643981934,8.094786643981934,43200
1996-03-12,8.31595516204834,8.31595516204834,8.31595516204834,8.31595516204834,47200
1996-03-13,8.625593185424805,8.625593185424805,8.625593185424805,8.625593185424805,135600
1996-03-14,8.691941261291504,8.691941261291504,8.691941261291504,8.691941261291504,52800
1996-03-15,8.625593185424805,8.625593185424805,8.625593185424805,8.625593185424805,54000
1996-03-18,8.515006065368652,8.515006065368652,8.515006065368652,8.515006065368652,24400
1996-03-19,8.581358909606934,8.581358909606934,8.581358909606934,8.581358909606934,51600
1996-03-20,8.44865608215332,8.44865608215332,8.44865608215332,8.44865608215332,13200
